country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Lithuania,2008,female,15-24 years,17,234198,7.26,Lithuania2008,,"47,850,551,149",15669,Millenials
Lithuania,2008,female,25-34 years,15,208792,7.18,Lithuania2008,,"47,850,551,149",15669,Generation X
Lithuania,2008,male,5-14 years,2,177345,1.13,Lithuania2008,,"47,850,551,149",15669,Generation Z
Lithuania,2008,female,5-14 years,0,167804,0.0,Lithuania2008,,"47,850,551,149",15669,Generation Z
Lithuania,2009,male,35-54 years,428,440281,97.21,Lithuania2009,,"37,440,673,478",12412,Boomers
Lithuania,2009,male,55-74 years,239,263507,90.7,Lithuania2009,,"37,440,673,478",12412,Silent
Lithuania,2009,male,75+ years,57,71090,80.18,Lithuania2009,,"37,440,673,478",12412,Silent
Lithuania,2009,male,25-34 years,116,205749,56.38,Lithuania2009,,"37,440,673,478",12412,Generation X
Lithuania,2009,male,15-24 years,109,237032,45.99,Lithuania2009,,"37,440,673,478",12412,Millenials
Lithuania,2009,female,75+ years,40,172277,23.22,Lithuania2009,,"37,440,673,478",12412,Silent
Lithuania,2009,female,35-54 years,65,480247,13.53,Lithuania2009,,"37,440,673,478",12412,Boomers
Lithuania,2009,female,55-74 years,48,381948,12.57,Lithuania2009,,"37,440,673,478",12412,Silent
Lithuania,2009,female,25-34 years,15,205781,7.29,Lithuania2009,,"37,440,673,478",12412,Generation X
Lithuania,2009,female,15-24 years,16,229147,6.98,Lithuania2009,,"37,440,673,478",12412,Millenials
Lithuania,2009,male,5-14 years,3,169250,1.77,Lithuania2009,,"37,440,673,478",12412,Generation Z
Lithuania,2009,female,5-14 years,2,160188,1.25,Lithuania2009,,"37,440,673,478",12412,Generation Z
Lithuania,2010,male,55-74 years,219,262907,83.3,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
Lithuania,2010,male,35-54 years,357,430396,82.95,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
Lithuania,2010,male,75+ years,49,72479,67.61,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
Lithuania,2010,male,25-34 years,110,198028,55.55,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
Lithuania,2010,male,15-24 years,93,227810,40.82,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Millenials
Lithuania,2010,female,75+ years,41,175611,23.35,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
Lithuania,2010,female,35-54 years,72,471491,15.27,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
Lithuania,2010,female,55-74 years,50,380465,13.14,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Silent
Lithuania,2010,female,15-24 years,14,218961,6.39,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Millenials
Lithuania,2010,female,25-34 years,11,196906,5.59,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation X
Lithuania,2010,female,5-14 years,1,153084,0.65,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation Z
Lithuania,2010,male,5-14 years,1,161599,0.62,Lithuania2010,0.8270000000000001,"37,120,517,694",12584,Generation Z
Lithuania,2011,male,35-54 years,349,420391,83.02,Lithuania2011,0.831,"43,476,873,413",15097,Generation X
Lithuania,2011,male,55-74 years,213,262391,81.18,Lithuania2011,0.831,"43,476,873,413",15097,Boomers
Lithuania,2011,male,75+ years,56,74328,75.34,Lithuania2011,0.831,"43,476,873,413",15097,Silent
Lithuania,2011,male,25-34 years,124,189937,65.28,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
Lithuania,2011,male,15-24 years,74,217769,33.98,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
Lithuania,2011,female,75+ years,38,179526,21.17,Lithuania2011,0.831,"43,476,873,413",15097,Silent
Lithuania,2011,female,55-74 years,68,378929,17.95,Lithuania2011,0.831,"43,476,873,413",15097,Boomers
Lithuania,2011,female,35-54 years,67,460566,14.55,Lithuania2011,0.831,"43,476,873,413",15097,Generation X
Lithuania,2011,female,25-34 years,17,187312,9.08,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
Lithuania,2011,female,15-24 years,10,207726,4.81,Lithuania2011,0.831,"43,476,873,413",15097,Millenials
Lithuania,2011,female,5-14 years,1,146411,0.68,Lithuania2011,0.831,"43,476,873,413",15097,Generation Z
Lithuania,2011,male,5-14 years,1,154519,0.65,Lithuania2011,0.831,"43,476,873,413",15097,Generation Z
Lithuania,2012,male,35-54 years,321,413107,77.7,Lithuania2012,0.833,"42,848,195,256",15099,Generation X
Lithuania,2012,male,55-74 years,195,263194,74.09,Lithuania2012,0.833,"42,848,195,256",15099,Boomers
Lithuania,2012,male,75+ years,53,76080,69.66,Lithuania2012,0.833,"42,848,195,256",15099,Silent
Lithuania,2012,male,25-34 years,117,187811,62.3,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
Lithuania,2012,male,15-24 years,64,209964,30.48,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
Lithuania,2012,female,75+ years,37,183510,20.16,Lithuania2012,0.833,"42,848,195,256",15099,Silent
Lithuania,2012,female,35-54 years,74,451819,16.38,Lithuania2012,0.833,"42,848,195,256",15099,Generation X
Lithuania,2012,female,55-74 years,45,378541,11.89,Lithuania2012,0.833,"42,848,195,256",15099,Boomers
Lithuania,2012,female,25-34 years,10,183799,5.44,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
Lithuania,2012,female,15-24 years,8,199629,4.01,Lithuania2012,0.833,"42,848,195,256",15099,Millenials
Lithuania,2012,male,5-14 years,3,149055,2.01,Lithuania2012,0.833,"42,848,195,256",15099,Generation Z
Lithuania,2012,female,5-14 years,0,141261,0.0,Lithuania2012,0.833,"42,848,195,256",15099,Generation Z
Lithuania,2013,male,35-54 years,382,405191,94.28,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Generation X
Lithuania,2013,male,55-74 years,223,265835,83.89,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Boomers
Lithuania,2013,male,75+ years,63,77510,81.28,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Silent
Lithuania,2013,male,25-34 years,121,188010,64.36,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Millenials
Lithuania,2013,male,15-24 years,96,203647,47.14,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Millenials
Lithuania,2013,female,75+ years,40,186711,21.42,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Silent
Lithuania,2013,female,35-54 years,75,442140,16.96,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Generation X
Lithuania,2013,female,25-34 years,22,182444,12.06,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Millenials
Lithuania,2013,female,55-74 years,41,380096,10.79,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Boomers
Lithuania,2013,female,15-24 years,17,192772,8.82,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Millenials
Lithuania,2013,female,5-14 years,3,137471,2.18,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Generation Z
Lithuania,2013,male,5-14 years,2,144800,1.38,Lithuania2013,0.8370000000000001,"46,417,340,375",16538,Generation Z
Lithuania,2014,male,75+ years,72,78763,91.41,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Silent
Lithuania,2014,male,35-54 years,309,396758,77.88,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Generation X
Lithuania,2014,male,55-74 years,204,269618,75.66,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Boomers
Lithuania,2014,male,25-34 years,94,189300,49.66,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Millenials
Lithuania,2014,male,15-24 years,88,197504,44.56,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Millenials
Lithuania,2014,female,75+ years,45,189437,23.75,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Silent
Lithuania,2014,female,55-74 years,47,383128,12.27,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Boomers
Lithuania,2014,female,35-54 years,43,431495,9.97,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Generation X
Lithuania,2014,female,15-24 years,12,186406,6.44,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Millenials
Lithuania,2014,female,25-34 years,11,182183,6.04,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Millenials
Lithuania,2014,female,5-14 years,3,135051,2.22,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Generation Z
Lithuania,2014,male,5-14 years,2,141934,1.41,Lithuania2014,0.8390000000000001,"48,516,371,721",17442,Generation Z
Lithuania,2015,male,75+ years,67,79672,84.09,Lithuania2015,,"41,508,609,233",15073,Silent
Lithuania,2015,male,55-74 years,216,273776,78.9,Lithuania2015,,"41,508,609,233",15073,Boomers
Lithuania,2015,male,35-54 years,275,387255,71.01,Lithuania2015,,"41,508,609,233",15073,Generation X
Lithuania,2015,male,25-34 years,101,190800,52.94,Lithuania2015,,"41,508,609,233",15073,Millenials
Lithuania,2015,male,15-24 years,66,188903,34.94,Lithuania2015,,"41,508,609,233",15073,Millenials
Lithuania,2015,female,75+ years,38,191358,19.86,Lithuania2015,,"41,508,609,233",15073,Silent
Lithuania,2015,female,55-74 years,55,386892,14.22,Lithuania2015,,"41,508,609,233",15073,Boomers
Lithuania,2015,female,35-54 years,46,419841,10.96,Lithuania2015,,"41,508,609,233",15073,Generation X
Lithuania,2015,female,25-34 years,17,182926,9.29,Lithuania2015,,"41,508,609,233",15073,Millenials
Lithuania,2015,female,15-24 years,10,178882,5.59,Lithuania2015,,"41,508,609,233",15073,Millenials
Lithuania,2015,female,5-14 years,3,133506,2.25,Lithuania2015,,"41,508,609,233",15073,Generation Z
Lithuania,2015,male,5-14 years,2,140115,1.43,Lithuania2015,,"41,508,609,233",15073,Generation Z
Lithuania,2016,male,75+ years,78,80426,96.98,Lithuania2016,,"42,773,029,835",15742,Silent
Lithuania,2016,male,55-74 years,212,277763,76.32,Lithuania2016,,"42,773,029,835",15742,Boomers
Lithuania,2016,male,35-54 years,266,376689,70.62,Lithuania2016,,"42,773,029,835",15742,Generation X
Lithuania,2016,male,25-34 years,96,191346,50.17,Lithuania2016,,"42,773,029,835",15742,Millenials
Lithuania,2016,male,15-24 years,41,177888,23.05,Lithuania2016,,"42,773,029,835",15742,Millenials
Lithuania,2016,female,75+ years,29,193001,15.03,Lithuania2016,,"42,773,029,835",15742,Silent
Lithuania,2016,female,55-74 years,45,390385,11.53,Lithuania2016,,"42,773,029,835",15742,Boomers
Lithuania,2016,female,35-54 years,41,406249,10.09,Lithuania2016,,"42,773,029,835",15742,Generation X
Lithuania,2016,female,25-34 years,8,182632,4.38,Lithuania2016,,"42,773,029,835",15742,Millenials
Lithuania,2016,female,15-24 years,6,168917,3.55,Lithuania2016,,"42,773,029,835",15742,Millenials
Mexico,1985,male,75+ years,44,432000,10.19,Mexico1985,0.634,"184,472,557,415",2730,G.I. Generation
Mexico,1985,male,55-74 years,145,2330000,6.22,Mexico1985,0.634,"184,472,557,415",2730,G.I. Generation
Mexico,1985,male,25-34 years,340,5679000,5.99,Mexico1985,0.634,"184,472,557,415",2730,Boomers
Mexico,1985,male,35-54 years,327,5836000,5.6,Mexico1985,0.634,"184,472,557,415",2730,Silent
Mexico,1985,male,15-24 years,375,8420000,4.45,Mexico1985,0.634,"184,472,557,415",2730,Generation X
Mexico,1985,female,15-24 years,107,8211000,1.3,Mexico1985,0.634,"184,472,557,415",2730,Generation X
Mexico,1985,female,75+ years,7,563000,1.24,Mexico1985,0.634,"184,472,557,415",2730,G.I. Generation
Mexico,1985,female,25-34 years,61,5661000,1.08,Mexico1985,0.634,"184,472,557,415",2730,Boomers
Mexico,1985,female,35-54 years,55,6100000,0.9,Mexico1985,0.634,"184,472,557,415",2730,Silent
Mexico,1985,female,55-74 years,15,2651000,0.57,Mexico1985,0.634,"184,472,557,415",2730,G.I. Generation
Mexico,1985,male,5-14 years,48,11029000,0.44,Mexico1985,0.634,"184,472,557,415",2730,Generation X
Mexico,1985,female,5-14 years,20,10654000,0.19,Mexico1985,0.634,"184,472,557,415",2730,Generation X
Mexico,1986,male,75+ years,70,442100,15.83,Mexico1986,,"129,440,993,789",1873,G.I. Generation
Mexico,1986,male,55-74 years,176,2383900,7.38,Mexico1986,,"129,440,993,789",1873,G.I. Generation
Mexico,1986,male,25-34 years,388,5809900,6.68,Mexico1986,,"129,440,993,789",1873,Boomers
Mexico,1986,male,35-54 years,361,5971300,6.05,Mexico1986,,"129,440,993,789",1873,Silent
Mexico,1986,male,15-24 years,408,8614300,4.74,Mexico1986,,"129,440,993,789",1873,Generation X
Mexico,1986,female,15-24 years,117,8400500,1.39,Mexico1986,,"129,440,993,789",1873,Generation X
Mexico,1986,female,25-34 years,70,5791500,1.21,Mexico1986,,"129,440,993,789",1873,Boomers
Mexico,1986,female,35-54 years,51,6239700,0.82,Mexico1986,,"129,440,993,789",1873,Silent
Mexico,1986,female,75+ years,4,576700,0.69,Mexico1986,,"129,440,993,789",1873,G.I. Generation
Mexico,1986,female,55-74 years,12,2711700,0.44,Mexico1986,,"129,440,993,789",1873,G.I. Generation
Mexico,1986,male,5-14 years,42,11282700,0.37,Mexico1986,,"129,440,993,789",1873,Generation X
Mexico,1986,female,5-14 years,15,10899200,0.14,Mexico1986,,"129,440,993,789",1873,Generation X
Mexico,1987,male,75+ years,54,456000,11.84,Mexico1987,,"140,263,387,027",2064,G.I. Generation
Mexico,1987,male,25-34 years,382,5659000,6.75,Mexico1987,,"140,263,387,027",2064,Boomers
Mexico,1987,male,55-74 years,161,2409000,6.68,Mexico1987,,"140,263,387,027",2064,G.I. Generation
Mexico,1987,male,35-54 years,378,6187000,6.11,Mexico1987,,"140,263,387,027",2064,Silent
Mexico,1987,male,15-24 years,405,8726000,4.64,Mexico1987,,"140,263,387,027",2064,Generation X
Mexico,1987,female,15-24 years,113,8559000,1.32,Mexico1987,,"140,263,387,027",2064,Generation X
Mexico,1987,female,25-34 years,64,5728000,1.12,Mexico1987,,"140,263,387,027",2064,Boomers
Mexico,1987,female,35-54 years,68,6389000,1.06,Mexico1987,,"140,263,387,027",2064,Silent
Mexico,1987,female,55-74 years,20,2727000,0.73,Mexico1987,,"140,263,387,027",2064,G.I. Generation
Mexico,1987,female,75+ years,4,599100,0.67,Mexico1987,,"140,263,387,027",2064,G.I. Generation
Mexico,1987,male,5-14 years,36,10423000,0.35,Mexico1987,,"140,263,387,027",2064,Generation X
Mexico,1987,female,5-14 years,16,10086000,0.16,Mexico1987,,"140,263,387,027",2064,Generation X
Mexico,1988,male,75+ years,60,467000,12.85,Mexico1988,,"183,144,164,357",2630,G.I. Generation
Mexico,1988,male,55-74 years,185,2511000,7.37,Mexico1988,,"183,144,164,357",2630,G.I. Generation
Mexico,1988,male,25-34 years,361,5878000,6.14,Mexico1988,,"183,144,164,357",2630,Boomers
Mexico,1988,male,35-54 years,353,6379000,5.53,Mexico1988,,"183,144,164,357",2630,Silent
Mexico,1988,male,15-24 years,418,9021000,4.63,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1988,female,15-24 years,118,8850000,1.33,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1988,female,75+ years,7,614000,1.14,Mexico1988,,"183,144,164,357",2630,G.I. Generation
Mexico,1988,female,25-34 years,59,5953000,0.99,Mexico1988,,"183,144,164,357",2630,Boomers
Mexico,1988,female,35-54 years,60,6590000,0.91,Mexico1988,,"183,144,164,357",2630,Silent
Mexico,1988,female,55-74 years,21,2844000,0.74,Mexico1988,,"183,144,164,357",2630,G.I. Generation
Mexico,1988,male,5-14 years,46,10438000,0.44,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1988,female,5-14 years,15,10101000,0.15,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1989,male,75+ years,83,476000,17.44,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,male,55-74 years,212,2613000,8.11,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,male,35-54 years,404,6586000,6.13,Mexico1989,,"222,977,046,516",3125,Silent
Mexico,1989,male,25-34 years,369,6109000,6.04,Mexico1989,,"222,977,046,516",3125,Boomers
Mexico,1989,male,15-24 years,472,9284000,5.08,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1989,female,35-54 years,79,6807000,1.16,Mexico1989,,"222,977,046,516",3125,Silent
Mexico,1989,female,15-24 years,96,9111000,1.05,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1989,female,25-34 years,64,6186000,1.03,Mexico1989,,"222,977,046,516",3125,Boomers
Mexico,1989,female,55-74 years,27,2961000,0.91,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,female,75+ years,5,632000,0.79,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,male,5-14 years,40,10466000,0.38,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1989,female,5-14 years,14,10128000,0.14,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1990,male,75+ years,87,489000,17.79,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,male,55-74 years,224,2709000,8.27,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,male,35-54 years,437,6812000,6.42,Mexico1990,0.648,"262,709,948,091",3595,Silent
Mexico,1990,male,25-34 years,387,6347000,6.1,Mexico1990,0.648,"262,709,948,091",3595,Boomers
Mexico,1990,male,15-24 years,472,9501000,4.97,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1990,female,15-24 years,114,9327000,1.22,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1990,female,55-74 years,34,3073000,1.11,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,female,25-34 years,57,6426000,0.89,Mexico1990,0.648,"262,709,948,091",3595,Boomers
Mexico,1990,female,35-54 years,58,7045000,0.82,Mexico1990,0.648,"262,709,948,091",3595,Silent
Mexico,1990,female,75+ years,5,650900,0.77,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,male,5-14 years,41,10518000,0.39,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1990,female,5-14 years,10,10179000,0.1,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1991,male,75+ years,73,500300,14.59,Mexico1991,,"314,454,015,372",4204,G.I. Generation
Mexico,1991,male,55-74 years,240,2799000,8.57,Mexico1991,,"314,454,015,372",4204,Silent
Mexico,1991,male,25-34 years,430,6592000,6.52,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,male,35-54 years,440,7060000,6.23,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,male,15-24 years,560,9666000,5.79,Mexico1991,,"314,454,015,372",4204,Generation X
Mexico,1991,female,75+ years,8,667000,1.2,Mexico1991,,"314,454,015,372",4204,G.I. Generation
Mexico,1991,female,15-24 years,113,9492000,1.19,Mexico1991,,"314,454,015,372",4204,Generation X
Mexico,1991,female,25-34 years,72,6672000,1.08,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,female,35-54 years,75,7306000,1.03,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,female,55-74 years,28,3182000,0.88,Mexico1991,,"314,454,015,372",4204,Silent
Mexico,1991,male,5-14 years,46,10601000,0.43,Mexico1991,,"314,454,015,372",4204,Millenials
Mexico,1991,female,5-14 years,18,10259000,0.18,Mexico1991,,"314,454,015,372",4204,Millenials
Mexico,1992,male,75+ years,95,549600,17.29,Mexico1992,,"363,609,163,462",4830,G.I. Generation
Mexico,1992,male,55-74 years,243,2862600,8.49,Mexico1992,,"363,609,163,462",4830,Silent
Mexico,1992,male,25-34 years,484,6347100,7.63,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,male,35-54 years,482,7168700,6.72,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,male,15-24 years,554,9572400,5.79,Mexico1992,,"363,609,163,462",4830,Generation X
Mexico,1992,female,15-24 years,126,9605800,1.31,Mexico1992,,"363,609,163,462",4830,Generation X
Mexico,1992,female,25-34 years,84,6654900,1.26,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,female,75+ years,8,730100,1.1,Mexico1992,,"363,609,163,462",4830,G.I. Generation
Mexico,1992,female,55-74 years,33,3193600,1.03,Mexico1992,,"363,609,163,462",4830,Silent
Mexico,1992,female,35-54 years,66,7544500,0.87,Mexico1992,,"363,609,163,462",4830,Boomers
